Rating,Comment
5,Just loving it!
4,Good bluetooth connectivity. Sound quality needs some improvement.  Still worth to buy. Alexa integration is very good.
5,THE PRODUCT WAS GOOD. EASY TO CARRY. BEST OPTION FOR DIWALI GIFTING AS EASY TO CARRY AND TRANSPORTATION.
5,Total value for money i bought it for 1999rs along with wipro Led smart bulb. So a great deal on great quality products
5,Nice one.
5,Amazing and really smart product !! Good sound quality as well
1,Very poor quality. Wastage of money.
4,
4,I m satisfied with this budget range product
5,"I am a new user of this Alexa, but honestly my feedback after using this its awesome."
5,Good product and very entertaining
3,Echo dot 3rd generation is OK OK device.  Software is not that good but voice quality is really nice. In this range product is nice
5,"Just amazing, value for money"
5,"Nothing to say,  just awesome product"
5,Very good product.nice sound and working fine with wipro smart bulb
1,Not intrested. No sound clarity
4,The product is suberb for the rate at which I paid but it should also be capable of working even without internet which is not possible now
3,"Some how good, but to improve its AI and voice command"
5,Nice product
5,Happy with it
5,It is vry nice nd helpful. Vry much fun. Listening voice correctly. Vry useful. Absoutly worth is. Should buy.
5,It is good but if it has chargeable option it may useful to carry anywhere also
1,"Alexa doesn't respond well, very tough to install"
5,Super assume
5,Very helpful to me .....very nice product. But some improvement necessary....like hindi language etc.....
4,Great product and I love it.
4,Good device to learning
2,"The bulb received is a used one. I bought this on great Indian festival Oct 2020.Echo dot looks fine though, yet to use."
5,Happy with this product such a excellent add on to my gadget hub ❤️
5,Perfect Item
5,It's an amazing product.  Very convenient and must own device if you want to lead smart hassle free life.  Strongly recommend.  Thank you Amazon!!!!
5,
5,"Excellent product, worth the cost."
5,Overall very Good product
4,अच्छा है
5,"When on offer, just go for it."
3,Voice recognition not at good in some cases
5,When it is on the maximum volume you have to scream to make it stop sometimes...otherwise it's my first smart speaker and i liked it.
5,Go for it. At first i bought it for my self then I ordered one more to gift my relative.
4,Super features
5,Echo is a good product
5,awesome sound quality...
5,Nice
1,Cash back chori karti hai Amazon alexa ke nam pe
5,"It is amazing ,loved its quality and sound experience , thankyou amazon"
5,Nice quality
5,I found Alexa helpful but it does need some upgrades when it comes to knowing the song names specially Bollywood song names :p
5,"Superb product with crystal clear sound, My first smart speaker and am loving itShould have usb charger but its fine though"
5,Beautiful product!
5,Excellent product
5,Good for people who want to live like Tony Stark aka Iron Man.
5,Thank you amazon you are the best service providerFastest service provider in IndiaThanks amazon I am very happy
5,Good ! Keep it up
4,"great speaker, not so great voice command processing"
1,Not happy charge Nahin Aaya
5,It is a very nice product sound quality is very good it books an ola order from zomato
5,Must have product but it's a bit lagging in sound quality
5,"Finally after one month of using Alexa, I am writing this review, perfect sound quality, nice product from Amazon, keep add more alexa skills, thanks"
3,Over all its satisfactory .
5,Good
5,#NAME?
5,Overall good
5,Very good product
5,Good.
4,"Good product , get it's job done ."
5,Wonderful product
5,"Very nice product & I love it.But improve the information about everything, compare to Google home.Many things Alexa don't know when Google home know every information."
5,Can I get help as I have very bad internet connection so I am not able to UPDATE my Alexa I am not able to use it can i grt help plz
2,"Partially it's a good product, but these device are not connecting with Bluetooth...It's a defect😤"
5,Integrates well with multiple devices. Speakers are awesome.
5,"Got it for 2999 as an offer for Prime members. Worth every penny, Very useful especially if you want to listen songs while driving."
5,Like it but  alexa call papa in time  long  but I like it thankuuu amazon iam love Amazon
5,Awesome product
3,"Everything is good, the biggest problem is that my alexa is not getting connected to 10 mbps internet speed. Plzzz help me out with it."
5,Great device for home and very easy to use.
5,Very good product
5,Awesome
5,Nothing I dislike.. I just love Amazon ❤❤❤
4,"Good to have this, it's really very attractive and fast responding echo device...received in a very less price.... Thanks... Alexa..!!"
5,One of good device for family entertainment
1,It's faulty pieceIt's not turn on
1,"Wipro blub not connecting to echo, no even 2 weeks"
5,Better than competitors.
5,Nice one
2,"Not good ,from many days,  it is not working , so we need a different version and best alexa device  rs cost 4500."
3,Good experience with the product.
5,Awesome
5,"Woaaaaah!!!!!!!Alexa, Become a family member.Simple and easy to install. Does a lot of things using routines and automations."
4,Time pass ke liye sahi full enjoy
5,Bass is too good for a small room..Skills are also powerful..voice recognition is standard..all is on video..
5,Great product worth of money
5,Awesome
5,never expected this much sound from this device. It's simply amazing.
5,नॉलेज इम्प्रव करने के लिए
5,Just luv it and i buy it in a gud deal just 2000rs. Along with Smart bulb..
3,They send opened packet rest everything I liked it.
